"cop","Inf.round","clutch","selection_line","exposed","checking_day","cop_stage_checking","infection","grp","dead","dpi"
"4_038_5A",2,"C4","control",1,5,"C2",1,"control",1,6
"4_038_5B",2,"C4","control",1,5,"C2",1,"control",1,8
"4_038_5C",2,"C4","control",1,5,"C2",1,"control",0,30
"4_038_5D",2,"C4","control",1,5,"C2",0,"uninf",1,8
"4_038_6A",2,"C4","control",1,5,"C2",1,"control",1,6
"4_038_6B",2,"C4","control",1,5,"C2",0,"uninf",1,6
"4_038_6C",2,"C4","control",1,5,"C2",1,"control",1,8
"4_038_6D",2,"C4","control",1,5,"C2",1,"control",0,30
"4_039_1A",2,"S5","slow",1,NA,NA,NA,"uninf",0,30
"4_039_1B",2,"S5","slow",1,5,"C2",1,"slow",1,6
"4_039_1C",2,"S5","slow",1,5,"C2",1,"slow",1,6
"4_039_1D",2,"S5","slow",1,5,"C2",1,"slow",1,6
"4_039_2A",2,"S5","slow",1,5,"C2",1,"slow",1,10
"4_039_2B",2,"S5","slow",1,NA,NA,NA,"uninf",0,30
"4_039_2C",2,"S5","slow",1,NA,NA,NA,"uninf",0,30
"4_039_2D",2,"","",0,5,"C2",0,"unexp",1,6
"4_039_3A",2,"S5","slow",1,5,"C2",1,"slow",1,20
"4_039_3B",2,"S5","slow",1,5,"C2",1,"slow",1,6
"4_039_3C",2,"S5","slow",1,5,"C2",1,"slow",1,6
"4_039_3D",2,"S5","slow",1,5,"C2",0,"uninf",1,6
"4_039_4A",2,"S5","slow",1,NA,NA,NA,"uninf",0,30
"4_039_4B",2,"S5","slow",1,5,"C2",0,"uninf",0,30
"4_039_4C",2,"S5","slow",1,NA,NA,NA,"uninf",0,30
"4_039_4D",2,"S5","slow",1,5,"C2",1,"slow",1,6
"4_039_5A",2,"","",0,5,"C2",0,"unexp",0,30
"4_039_5B",2,"S5","slow",1,5,"C2",1,"slow",1,8
"4_039_5C",2,"S5","slow",1,5,"C2",1,"slow",1,8
"4_039_5D",2,"S5","slow",1,5,"C2",1,"slow",1,6
"4_039_6A",2,"S5","slow",1,5,"C2",1,"slow",1,6
"4_039_6B",2,"S5","slow",1,NA,NA,NA,"uninf",0,30
"4_039_6C",2,"S5","slow",1,5,"C2",1,"slow",1,6
"4_039_6D",2,"S5","slow",1,5,"C2",1,"slow",1,6
"4_040_1A",2,"F6","fast",1,NA,NA,NA,"uninf",0,30
"4_040_1B",2,"F6","fast",1,2,"C2",1,"fast",1,6
"4_040_1C",2,"F6","fast",1,NA,NA,NA,"uninf",0,30
"4_040_1D",2,"F6","fast",1,NA,NA,NA,"uninf",1,30
"4_040_2A",2,"F6","fast",1,2,"C2",0,"uninf",1,6
"4_040_2B",2,"F6","fast",1,2,"C1",0,"uninf",1,6
"4_040_2C",2,"F6","fast",1,2,"C2",0,"uninf",1,15
"4_040_2D",2,"","",0,2,"C2",0,"unexp",1,6
"4_040_3A",2,"F6","fast",1,2,"C2",1,"fast",1,8
"4_040_3B",2,"F6","fast",1,2,"C2",0,"uninf",1,6
