id,dam,sire,gen,maternal_match,experiment,worm_full_sib_fam_id,worm_maternal_id,line,cop_id,plate_id,cop_block,coracidia_given,cop_inf,cop_checked_dpe,cop_stage_checking,cop_stage_inf,cerc_ordinal,cerc_bi,cop_dead_13dpe,failed_devo_13dpe,failed_devo_bi,cop_length_mm,procercoid_size,cop_remarks,used_fish_inf,fish_id,fish_and_copepod_matched,fish_fam_tank,fish_exp_on_cop_dpe,fish_initial_tl,fish_initial_sl,fish_initial_bm_g,tank_id,fish_surv,age_dissection,fish_final_tl,fish_final_sl,fish_final_bm_g,fish_final_bm_g_noworm,fish_liver_mg,fish_sex,schisto_inf,worm_bm_mg,used_breeding,fish_worm_remark,eggs_clutch_id,eggs_maternal_id,breeding_block,diff_mg_to_breeding_partner,breeding_partner_size_mg,eggnum_d2_6_indiv,prop_total_eggnum_from_worm_d2_6,clutchmass_d2_6_indiv,eggsize_d2_6_indiv,eggs_checked,hatched,hatching_rate_d2_6
1,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,0.6095,NA,NA,NA,NA,103.8,1,,NA_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,0.4395,NA,NA,NA,NA,80.8,1,,NA_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,0.6282,NA,NA,NA,NA,113.4,1,,NA_B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,0.7024,NA,NA,NA,NA,113.1,1,,NA_B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,0.3335,NA,NA,NA,NA,132,1,,NA_D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,0.6282,NA,NA,NA,NA,122.3,1,,NA_D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,0.6095,NA,NA,NA,NA,169.3,1,,NA_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,0.7595,NA,NA,NA,NA,142,1,,NA_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,1.0044,NA,NA,NA,NA,172.3,1,,NA_F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,0.6282,NA,NA,NA,NA,171.5,1,,NA_F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,0.9831,NA,NA,NA,NA,223.7,1,,NA_H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,1.0044,NA,NA,NA,NA,213,1,,NA_H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,1.1151,NA,NA,NA,NA,230.5,1,,NA_I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,0.9042,NA,NA,NA,NA,229.6,1,,NA_I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,44,40,0.6421,NA,NA,NA,NA,193.9,1,,NA_OC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,50,44,0.9302,NA,NA,NA,NA,194.6,1,,NA_OC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,57,50,1.4515,NA,NA,NA,NA,202.2,1,,NA_OC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,57,50,1.313,NA,NA,NA,NA,207.2,1,,NA_OC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,51,45,1.0675,NA,NA,NA,NA,265,1,,NA_OC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,50,44,0.981,NA,NA,NA,NA,265.6,1,,NA_OC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,56,51,1.3687,NA,NA,NA,NA,280.5,1,,NA_OC4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,55,49,1.235,NA,NA,NA,NA,283,1,,NA_OC4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,55,50,1.3368,NA,NA,NA,NA,325,1,,NA_OC5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,60,55,1.6363,NA,NA,NA,NA,341,1,,NA_OC5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,56,50,1.3138,NA,NA,NA,NA,360.4,1,,NA_OC6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,54,49,1.4453,NA,NA,NA,NA,390.2,1,,NA_OC6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.2,1,from wild multiple inf,NA_OC8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.5,1,from wild multiple inf,NA_OC8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.8,1,from wild multiple inf,NA_OC9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.3,1,from wild multiple inf,NA_OC9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,1,from wild multiple inf,NA_OC10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.5,1,from wild multiple inf,NA_OC10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.5,1,from wild multiple inf,NA_OC11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.8,1,from wild multiple inf,NA_OC11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,56,50,1.2001,NA,NA,NA,NA,190.9,1,,NA_OC12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,50,44,0.8451,NA,NA,NA,NA,208.3,1,,NA_OC12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,54,47,1.2141,NA,NA,NA,NA,259.3,1,,NA_OC13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,62,55,1.7485,NA,NA,NA,NA,296,1,,NA_OC13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,53,48,1.0633,NA,NA,NA,NA,249.8,1,,NA_OC14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,57,52,1.4333,NA,NA,NA,NA,293,1,,NA_OC14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,61,55,1.6275,NA,NA,NA,NA,311,1,,NA_OC15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,57,51,1.3342,NA,NA,NA,NA,328.5,1,,NA_OC15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.1,1,from wild multiple inf,NA_P,NA,sel_base,13.2,99.3,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,53,47,1.337,NA,NA,NA,NA,99.3,1,,NA_P,NA,sel_base,13.2,86.1,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.5,1,from wild multiple inf,NA_Q,NA,sel_base,6.1,140.6,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.6,1,from wild multiple inf,NA_Q,NA,sel_base,6.1,134.5,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,51,45,1.363,NA,NA,NA,NA,155.5,1,,NA_R,NA,sel_base,0.2,155.7,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.7,1,from wild multiple inf,NA_R,NA,sel_base,0.2,155.5,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.3,1,from wild multiple inf,NA_S,NA,sel_base,3.1,166.4,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,50,45,1.414,NA,NA,NA,NA,166.4,1,,NA_S,NA,sel_base,3.1,163.3,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,1,,NA_T,NA,sel_base,0.1,218.1,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,53,46,1.561,NA,NA,NA,NA,218.1,1,from wild multiple inf,NA_T,NA,sel_base,0.1,218,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.7,1,from wild multiple inf,NA_U,NA,sel_base,0.9,225.6,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.6,1,from wild multiple inf,NA_U,NA,sel_base,0.9,224.7,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,61,55,2.347,NA,NA,NA,NA,240.7,1,,NA_V,NA,sel_base,2.5,243.2,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,52,46,1.398,NA,NA,NA,NA,243.2,1,,NA_V,NA,sel_base,2.5,240.7,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,55,50,1.632,NA,NA,NA,NA,250.3,1,,NA_W,NA,sel_base,5.7,256,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,54,48,1.565,NA,NA,NA,NA,256,1,,NA_W,NA,sel_base,5.7,250.3,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,62,55,2.163,NA,NA,NA,NA,285,1,,NA_X,NA,sel_base,6,291,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,57,51,1.677,NA,NA,NA,NA,291,1,,NA_X,NA,sel_base,6,285,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,68,61,3.471,NA,NA,NA,NA,304.7,1,,NA_Y,NA,sel_base,12.2,316.9,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,64,57,3.011,NA,NA,NA,NA,316.9,1,,NA_Y,NA,sel_base,12.2,304.7,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,1,from wild multiple inf,NA_Z,NA,sel_base,20.9,356.9,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,,_,__,,,,_NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,_,NA,_,NA,NA,NA,NA,_,NA,NA,70,62,3.513,NA,NA,NA,NA,356.9,1,,NA_Z,NA,sel_base,20.9,336,NA,NA,NA,NA,NA,NA,NA
65,63,64,0,2,selection,0_Z,0_Z_63,base,0_001_1A,0_001,0_1,1,0,6,C4,C3,NA,NA,0,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,64,63,0,2,selection,0_Z,0_Z_64,base,0_001_1B,0_001,0_1,1,1,6,C3,C3,2,1,0,0,0,0.540496,14704.5,,1,0_33,0,0_1,14,32,28,0.272,0_2,0,91,36,30,0.499,0.3345,8.4,1,1,164.5,1,,1_C1,1_C1_B,sel_parents_G2_1,14,178.5,11400,0.046960283,545889,47.885,100,2,0.02
67,63,64,0,2,selection,0_Z,0_Z_63,base,0_001_1C,0_001,0_1,1,NA,6,,,NA,NA,1,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,64,63,0,2,selection,0_Z,0_Z_64,base,0_001_1D,0_001,0_1,1,NA,6,,,NA,NA,NA,NA,NA,NA,NA,cope lost,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,63,64,0,2,selection,0_Z,0_Z_63,base,0_001_2A,0_001,0_1,1,NA,6,,,NA,NA,1,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,64,63,0,2,selection,0_Z,0_Z_64,base,0_001_2B,0_001,0_1,1,1,6,C3,C2,2,1,0,0,0,0.533086,14953.5,,1,0_23,0,0_3,14,34,30,0.313,0_7,0,91,37,32,0.5801,0.3929,10.2,0,1,187.2,1,,1_F2,1_F2_A,sel_parents_G2_1,2.9,190.1,89333.33333,0.270597738,4277280,47.88,100,48,0.48
71,63,64,0,2,selection,0_Z,0_Z_63,base,0_001_2C,0_001,0_1,1,NA,6,,,NA,NA,1,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,64,63,0,2,selection,0_Z,0_Z_64,base,0_001_2D,0_001,0_1,1,1,6,C1,C1,NA,NA,1,NA,NA,NA,NA,2x inf,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,63,64,0,2,selection,0_Z,0_Z_63,base,0_001_3A,0_001,0_1,1,NA,6,,,NA,NA,1,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,64,63,0,2,selection,0_Z,0_Z_64,base,0_001_3B,0_001,0_1,1,0,6,C1,C1,NA,NA,1,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,63,64,0,2,selection,0_Z,0_Z_63,base,0_001_3C,0_001,0_1,1,1,6,C4,C3,0,0,1,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,64,63,0,2,selection,0_Z,0_Z_64,base,0_001_3D,0_001,0_1,1,NA,6,,,NA,NA,1,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,61,62,0,2,selection,0_Y,0_Y_61,base,0_001_4A,0_001,0_1,1,NA,6,,,NA,NA,1,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,62,61,0,2,selection,0_Y,0_Y_62,base,0_001_4B,0_001,0_1,1,1,6,C1,C1,2,1,0,0,0,0.399224,15219.5,,1,0_1,2,0_1,14,33,29,0.255,0_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,61,62,0,2,selection,0_Y,0_Y_61,base,0_001_4C,0_001,0_1,1,1,6,C1,C1,2,1,0,0,0,0.35497,9756,,1,0_2,2,0_1,14,33,29,0.283,0_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,62,61,0,2,selection,0_Y,0_Y_62,base,0_001_4D,0_001,0_1,1,0,6,C3,C2,NA,NA,0,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,61,62,0,2,selection,0_Y,0_Y_61,base,0_001_5A,0_001,0_1,1,0,6,C4,C3,NA,NA,1,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,62,61,0,2,selection,0_Y,0_Y_62,base,0_001_5B,0_001,0_1,1,1,6,C4,C3,0,0,0,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,61,62,0,2,selection,0_Y,0_Y_61,base,0_001_5C,0_001,0_1,1,0,6,C4,C4,NA,NA,0,NA,NA,NA,NA,,NA,0_,NA,0_,NA,NA,NA,NA,0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
