Copepod;;;cop;cop ID;Well;Gen;Inf round;Clutch;Mother;Line;Exposed;Grp;Trt (0=starved, 1=fed);Inf (0=uninf,1=inf);Day checked;Stage at checking;Date exposed;Day Dead;;Surv;days;Remarks;Grp2
15;4;B;015_4B;4_015_4B;4B;4;1;;;;0;unexp;1;0;2;C2;20.11.2012;12.12.2012;12.12.2012;1;22;;1_unexp
15;4;C;015_4C;4_015_4C;4C;4;1;S8;A;slow;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
15;4;D;015_4D;4_015_4D;4D;4;1;S8;A;slow;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
15;5;A;015_5A;4_015_5A;5A;4;1;S8;A;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
15;5;B;015_5B;4_015_5B;5B;4;1;S8;A;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
15;5;C;015_5C;4_015_5C;5C;4;1;S8;A;slow;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
15;5;D;015_5D;4_015_5D;5D;4;1;S8;A;slow;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
15;6;A;015_6A;4_015_6A;6A;4;1;S8;A;slow;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
15;6;B;015_6B;4_015_6B;6B;4;1;S8;A;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
15;6;C;015_6C;4_015_6C;6C;4;1;S8;A;slow;1;slow;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;5_slow
15;6;D;015_6D;4_015_6D;6D;4;1;S8;A;slow;1;slow;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;5_slow
16;1;A;016_1A;4_016_1A;1A;4;1;C5;A;control;1;control;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;4_control
16;1;B;016_1B;4_016_1B;1B;4;1;C5;A;control;1;uninf;0;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
16;1;C;016_1C;4_016_1C;1C;4;1;C5;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
16;1;D;016_1D;4_016_1D;1D;4;1;C5;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
16;2;A;016_2A;4_016_2A;2A;4;1;C5;A;control;1;control;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;4_control
16;2;B;016_2B;4_016_2B;2B;4;1;C5;A;control;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
16;2;C;016_2C;4_016_2C;2C;4;1;C5;A;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
16;2;D;016_2D;4_016_2D;2D;4;1;C5;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
16;3;A;016_3A;4_016_3A;3A;4;1;C5;A;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
16;3;B;016_3B;4_016_3B;3B;4;1;C5;A;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
16;3;C;016_3C;4_016_3C;3C;4;1;C5;A;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
16;3;D;016_3D;4_016_3D;3D;4;1;C5;A;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
16;4;A;016_4A;4_016_4A;4A;4;1;F5;B;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
16;4;B;016_4B;4_016_4B;4B;4;1;F5;B;fast;1;fast;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;3_fast
16;4;C;016_4C;4_016_4C;4C;4;1;F5;B;fast;1;uninf;1;0;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
16;4;D;016_4D;4_016_4D;4D;4;1;F5;B;fast;1;fast;1;1;2;C2;20.11.2012;20.12.2012;20.12.2012;1;30;;3_fast
16;5;A;016_5A;4_016_5A;5A;4;1;F5;B;fast;1;fast;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;3_fast
16;5;B;016_5B;4_016_5B;5B;4;1;F5;B;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
16;5;C;016_5C;4_016_5C;5C;4;1;F5;B;fast;1;uninf;1;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
16;5;D;016_5D;4_016_5D;5D;4;1;F5;B;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
16;6;A;016_6A;4_016_6A;6A;4;1;F5;B;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
16;6;B;016_6B;4_016_6B;6B;4;1;F5;B;fast;1;fast;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;3_fast
16;6;C;016_6C;4_016_6C;6C;4;1;F5;B;fast;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
16;6;D;016_6D;4_016_6D;6D;4;1;F5;B;fast;1;uninf;1;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
17;1;A;017_1A;4_017_1A;1A;4;1;S6;B;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
17;1;B;017_1B;4_017_1B;1B;4;1;S6;B;slow;1;uninf;1;0;2;C1;20.11.2012;;20.12.2012;0;30;;2_uninf
17;1;C;017_1C;4_017_1C;1C;4;1;S6;B;slow;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
17;1;D;017_1D;4_017_1D;1D;4;1;S6;B;slow;1;slow;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;5_slow
17;2;A;017_2A;4_017_2A;2A;4;1;S6;B;slow;1;slow;1;1;2;C1;20.11.2012;;20.12.2012;0;30;;5_slow
17;2;B;017_2B;4_017_2B;2B;4;1;S6;B;slow;1;uninf;1;0;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
17;2;C;017_2C;4_017_2C;2C;4;1;S6;B;slow;1;slow;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;5_slow
17;2;D;017_2D;4_017_2D;2D;4;1;S6;B;slow;1;slow;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;5_slow
17;3;A;017_3A;4_017_3A;3A;4;1;S6;B;slow;1;uninf;1;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
17;3;B;017_3B;4_017_3B;3B;4;1;S6;B;slow;1;uninf;1;0;2;C1;20.11.2012;;20.12.2012;0;30;;2_uninf
17;3;C;017_3C;4_017_3C;3C;4;1;S6;B;slow;1;slow;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;5_slow
17;3;D;017_3D;4_017_3D;3D;4;1;S6;B;slow;1;slow;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;5_slow
17;4;A;017_4A;4_017_4A;4A;4;1;S6;B;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
17;4;B;017_4B;4_017_4B;4B;4;1;;;;0;unexp;1;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;1_unexp
17;4;C;017_4C;4_017_4C;4C;4;1;;;;0;unexp;0;0;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;1_unexp
17;4;D;017_4D;4_017_4D;4D;4;1;S6;B;slow;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
17;5;A;017_5A;4_017_5A;5A;4;1;S6;B;slow;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
17;5;B;017_5B;4_017_5B;5B;4;1;S6;B;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
17;5;C;017_5C;4_017_5C;5C;4;1;S6;B;slow;1;uninf;0;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
17;5;D;017_5D;4_017_5D;5D;4;1;S6;B;slow;1;slow;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;5_slow
17;6;A;017_6A;4_017_6A;6A;4;1;S6;B;slow;1;slow;1;1;2;C2;20.11.2012;05.12.2012;05.12.2012;1;15;;5_slow
17;6;B;017_6B;4_017_6B;6B;4;1;S6;B;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
17;6;C;017_6C;4_017_6C;6C;4;1;S6;B;slow;1;slow;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;5_slow
17;6;D;017_6D;4_017_6D;6D;4;1;S6;B;slow;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
18;1;A;018_1A;4_018_1A;1A;4;1;C3;A;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
18;1;B;018_1B;4_018_1B;1B;4;1;C3;A;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
18;1;C;018_1C;4_018_1C;1C;4;1;C3;A;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
18;1;D;018_1D;4_018_1D;1D;4;1;C3;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
18;2;A;018_2A;4_018_2A;2A;4;1;C3;A;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
18;2;B;018_2B;4_018_2B;2B;4;1;C3;A;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
18;2;C;018_2C;4_018_2C;2C;4;1;C3;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
18;2;D;018_2D;4_018_2D;2D;4;1;C3;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
18;3;A;018_3A;4_018_3A;3A;4;1;C3;A;control;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
18;3;B;018_3B;4_018_3B;3B;4;1;C3;A;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
18;3;C;018_3C;4_018_3C;3C;4;1;C3;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
18;3;D;018_3D;4_018_3D;3D;4;1;C3;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
18;4;A;018_4A;4_018_4A;4A;4;1;C3;B;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
18;4;B;018_4B;4_018_4B;4B;4;1;C3;B;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
18;4;C;018_4C;4_018_4C;4C;4;1;C3;B;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
18;4;D;018_4D;4_018_4D;4D;4;1;C3;B;control;1;uninf;1;0;2;C2;20.11.2012;19.12.2012;19.12.2012;1;29;;2_uninf
18;5;A;018_5A;4_018_5A;5A;4;1;C3;B;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
18;5;B;018_5B;4_018_5B;5B;4;1;C3;B;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
18;5;C;018_5C;4_018_5C;5C;4;1;C3;B;control;1;uninf;1;0;2;C2;20.11.2012;12.12.2012;12.12.2012;1;22;;2_uninf
18;5;D;018_5D;4_018_5D;5D;4;1;C3;B;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
18;6;A;018_6A;4_018_6A;6A;4;1;C3;B;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
18;6;B;018_6B;4_018_6B;6B;4;1;C3;B;control;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
18;6;C;018_6C;4_018_6C;6C;4;1;C3;B;control;1;uninf;1;;;;20.11.2012;;20.12.2012;0;30;no cop;2_uninf
18;6;D;018_6D;4_018_6D;6D;4;1;C3;B;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
19;1;A;019_1A;4_019_1A;1A;4;1;F9;A;fast;1;uninf;1;0;2;C2;20.11.2012;20.12.2012;20.12.2012;1;30;;2_uninf
19;1;B;019_1B;4_019_1B;1B;4;1;F9;A;fast;1;fast;1;1;2;C1;20.11.2012;;20.12.2012;0;30;;3_fast
19;1;C;019_1C;4_019_1C;1C;4;1;F9;A;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
19;1;D;019_1D;4_019_1D;1D;4;1;F9;A;fast;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
19;2;A;019_2A;4_019_2A;2A;4;1;F9;A;fast;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
19;2;B;019_2B;4_019_2B;2B;4;1;F9;A;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
19;2;C;019_2C;4_019_2C;2C;4;1;F9;A;fast;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
19;2;D;019_2D;4_019_2D;2D;4;1;F9;A;fast;1;fast;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;3_fast
19;3;A;019_3A;4_019_3A;3A;4;1;F9;A;fast;1;fast;1;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
19;3;B;019_3B;4_019_3B;3B;4;1;F9;A;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
19;3;C;019_3C;4_019_3C;3C;4;1;F9;A;fast;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
19;3;D;019_3D;4_019_3D;3D;4;1;;;;0;unexp;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;1_unexp
19;4;A;019_4A;4_019_4A;4A;4;1;;;;0;unexp;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;1_unexp
19;4;B;019_4B;4_019_4B;4B;4;1;F9;B;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
19;4;C;019_4C;4_019_4C;4C;4;1;F9;B;fast;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
19;4;D;019_4D;4_019_4D;4D;4;1;F9;B;fast;1;fast;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;3_fast
19;5;A;019_5A;4_019_5A;5A;4;1;F9;B;fast;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
19;5;B;019_5B;4_019_5B;5B;4;1;F9;B;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
19;5;C;019_5C;4_019_5C;5C;4;1;F9;B;fast;1;fast;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;3_fast
19;5;D;019_5D;4_019_5D;5D;4;1;F9;B;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
19;6;A;019_6A;4_019_6A;6A;4;1;F9;B;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
19;6;B;019_6B;4_019_6B;6B;4;1;F9;B;fast;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
19;6;C;019_6C;4_019_6C;6C;4;1;F9;B;fast;1;uninf;0;0;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
19;6;D;019_6D;4_019_6D;6D;4;1;F9;B;fast;1;fast;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;3_fast
20;1;A;020_1A;4_020_1A;1A;4;1;F3;A;fast;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
20;1;B;020_1B;4_020_1B;1B;4;1;F9;A;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
20;1;C;020_1C;4_020_1C;1C;4;1;F9;A;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
20;1;D;020_1D;4_020_1D;1D;4;1;F9;A;fast;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
20;2;A;020_2A;4_020_2A;2A;4;1;F3;A;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
20;2;B;020_2B;4_020_2B;2B;4;1;F9;A;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
20;2;C;020_2C;4_020_2C;2C;4;1;F9;A;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
20;2;D;020_2D;4_020_2D;2D;4;1;F9;A;fast;1;uninf;1;0;2;C2;20.11.2012;05.12.2012;05.12.2012;1;15;;2_uninf
20;3;A;020_3A;4_020_3A;3A;4;1;F3;A;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
20;3;B;020_3B;4_020_3B;3B;4;1;F9;A;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
20;3;C;020_3C;4_020_3C;3C;4;1;;;;0;unexp;1;0;2;C2;20.11.2012;17.12.2012;17.12.2012;1;27;;1_unexp
20;3;D;020_3D;4_020_3D;3D;4;1;F9;A;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
20;4;A;020_4A;4_020_4A;4A;4;1;F3;B;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
20;4;B;020_4B;4_020_4B;4B;4;1;;;;0;unexp;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;1_unexp
20;4;C;020_4C;4_020_4C;4C;4;1;F9;B;fast;1;fast;1;1;2;C2;20.11.2012;05.12.2012;05.12.2012;1;15;;3_fast
20;4;D;020_4D;4_020_4D;4D;4;1;F9;B;fast;1;uninf;1;0;2;C2;20.11.2012;19.12.2012;19.12.2012;1;29;;2_uninf
20;5;A;020_5A;4_020_5A;5A;4;1;F3;B;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
20;5;B;020_5B;4_020_5B;5B;4;1;F9;B;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
20;5;C;020_5C;4_020_5C;5C;4;1;F9;B;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
20;5;D;020_5D;4_020_5D;5D;4;1;F9;B;fast;1;uninf;1;0;2;C2;20.11.2012;19.12.2012;19.12.2012;1;29;;2_uninf
20;6;A;020_6A;4_020_6A;6A;4;1;F3;B;fast;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
20;6;B;020_6B;4_020_6B;6B;4;1;F9;B;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
20;6;C;020_6C;4_020_6C;6C;4;1;F9;B;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
20;6;D;020_6D;4_020_6D;6D;4;1;F9;B;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
21;1;A;021_1A;4_021_1A;1A;4;1;C9;A;control;1;uninf;1;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
21;1;B;021_1B;4_021_1B;1B;4;1;C9;A;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
21;1;C;021_1C;4_021_1C;1C;4;1;C9;A;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
21;1;D;021_1D;4_021_1D;1D;4;1;C9;A;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
21;2;A;021_2A;4_021_2A;2A;4;1;C9;A;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
21;2;B;021_2B;4_021_2B;2B;4;1;C9;A;control;1;uninf;1;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
21;2;C;021_2C;4_021_2C;2C;4;1;C9;A;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
21;2;D;021_2D;4_021_2D;2D;4;1;C9;A;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
21;3;A;021_3A;4_021_3A;3A;4;1;C9;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
21;3;B;021_3B;4_021_3B;3B;4;1;;;;0;unexp;1;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;1_unexp
21;3;C;021_3C;4_021_3C;3C;4;1;C9;A;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
21;3;D;021_3D;4_021_3D;3D;4;1;C9;A;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
21;4;A;021_4A;4_021_4A;4A;4;1;C9;B;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
21;4;B;021_4B;4_021_4B;4B;4;1;C9;B;control;1;control;1;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
21;4;C;021_4C;4_021_4C;4C;4;1;;;;0;unexp;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;1_unexp
21;4;D;021_4D;4_021_4D;4D;4;1;C9;B;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
21;5;A;021_5A;4_021_5A;5A;4;1;C9;B;control;1;control;1;1;2;C1;20.11.2012;30.11.2012;30.11.2012;1;10;;4_control
21;5;B;021_5B;4_021_5B;5B;4;1;C9;B;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
21;5;C;021_5C;4_021_5C;5C;4;1;C9;B;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
21;5;D;021_5D;4_021_5D;5D;4;1;C9;B;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
21;6;A;021_6A;4_021_6A;6A;4;1;C9;B;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
21;6;B;021_6B;4_021_6B;6B;4;1;C9;B;control;1;uninf;1;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
21;6;C;021_6C;4_021_6C;6C;4;1;C9;B;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
21;6;D;021_6D;4_021_6D;6D;4;1;C9;B;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
22;1;A;022_1A;4_022_1A;1A;4;1;C10;B;control;1;control;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;4_control
22;1;B;022_1B;4_022_1B;1B;4;1;C10;B;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
22;1;C;022_1C;4_022_1C;1C;4;1;C10;B;control;1;uninf;1;0;2;C2;20.11.2012;20.12.2012;20.12.2012;1;30;;2_uninf
22;1;D;022_1D;4_022_1D;1D;4;1;C10;B;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
22;2;A;022_2A;4_022_2A;2A;4;1;C10;B;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
22;2;B;022_2B;4_022_2B;2B;4;1;C10;B;control;1;control;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;4_control
22;2;C;022_2C;4_022_2C;2C;4;1;C10;B;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
22;2;D;022_2D;4_022_2D;2D;4;1;C10;B;control;1;uninf;1;0;2;C2;20.11.2012;20.12.2012;20.12.2012;1;30;;2_uninf
22;3;A;022_3A;4_022_3A;3A;4;1;C10;B;control;1;control;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;4_control
22;3;B;022_3B;4_022_3B;3B;4;1;C10;B;control;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
22;3;C;022_3C;4_022_3C;3C;4;1;C10;B;control;1;uninf;1;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
22;3;D;022_3D;4_022_3D;3D;4;1;C10;B;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
22;4;A;022_4A;4_022_4A;4A;4;1;C10;A;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
22;4;B;022_4B;4_022_4B;4B;4;1;C10;A;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
22;4;C;022_4C;4_022_4C;4C;4;1;C10;A;control;1;control;1;1;2;C2;20.11.2012;12.12.2012;12.12.2012;1;22;;4_control
22;4;D;022_4D;4_022_4D;4D;4;1;C10;A;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
22;5;A;022_5A;4_022_5A;5A;4;1;C10;A;control;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
22;5;B;022_5B;4_022_5B;5B;4;1;C10;A;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
22;5;C;022_5C;4_022_5C;5C;4;1;C10;A;control;1;uninf;1;;;;20.11.2012;26.11.2012;26.11.2012;1;6;unsure about inf ;2_uninf
22;5;D;022_5D;4_022_5D;5D;4;1;C10;A;control;1;uninf;1;0;2;C1;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
22;6;A;022_6A;4_022_6A;6A;4;1;C10;A;control;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
22;6;B;022_6B;4_022_6B;6B;4;1;C10;A;control;1;control;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;4_control
22;6;C;022_6C;4_022_6C;6C;4;1;C10;A;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
22;6;D;022_6D;4_022_6D;6D;4;1;C10;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
23;1;A;023_1A;4_023_1A;1A;4;1;F10;A;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
23;1;B;023_1B;4_023_1B;1B;4;1;F10;B;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
23;1;C;023_1C;4_023_1C;1C;4;1;F10;B;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
23;1;D;023_1D;4_023_1D;1D;4;1;F10;A;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
