Copepod;;;cop;cop ID;Well;Gen;Inf round;Clutch;Mother;Line;Exposed;Grp;Trt (0=starved, 1=fed);Inf (0=uninf,1=inf);Day checked;Stage at checking;Date exposed;Day Dead;;Surv;days;Remarks;Grp2
7;6;A;007_6A;4_007_6A;6A;4;1;F12;A;fast;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
7;6;B;007_6B;4_007_6B;6B;4;1;F12;A;fast;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
7;6;C;007_6C;4_007_6C;6C;4;1;F12;A;fast;1;fast;0;1;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
7;6;D;007_6D;4_007_6D;6D;4;1;F12;A;fast;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
8;1;A;008_1A;4_008_1A;1A;4;1;F6;B;fast;1;uninf;0;0;3;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
8;1;B;008_1B;4_008_1B;1B;4;1;F6;B;fast;1;fast;0;1;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
8;1;C;008_1C;4_008_1C;1C;4;1;F6;B;fast;1;fast;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;3_fast
8;1;D;008_1D;4_008_1D;1D;4;1;F6;B;fast;1;fast;1;1;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
8;2;A;008_2A;4_008_2A;2A;4;1;F6;B;fast;1;uninf;0;0;3;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
8;2;B;008_2B;4_008_2B;2B;4;1;F6;B;fast;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
8;2;C;008_2C;4_008_2C;2C;4;1;F6;B;fast;1;fast;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;3_fast
8;2;D;008_2D;4_008_2D;2D;4;1;F6;B;fast;1;fast;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;3_fast
8;3;A;008_3A;4_008_3A;3A;4;1;F6;B;fast;1;fast;0;1;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
8;3;B;008_3B;4_008_3B;3B;4;1;F6;B;fast;1;uninf;0;0;3;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
8;3;C;008_3C;4_008_3C;3C;4;1;F6;B;fast;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
8;3;D;008_3D;4_008_3D;3D;4;1;;;;0;unexp;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;1_unexp
8;4;A;008_4A;4_008_4A;4A;4;1;;;;0;unexp;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;1_unexp
8;4;B;008_4B;4_008_4B;4B;4;1;F6;A;fast;1;fast;0;1;3;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;3_fast
8;4;C;008_4C;4_008_4C;4C;4;1;F6;A;fast;1;fast;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;3_fast
8;4;D;008_4D;4_008_4D;4D;4;1;F6;A;fast;1;uninf;1;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
8;5;A;008_5A;4_008_5A;5A;4;1;F6;A;fast;1;fast;0;1;3;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
8;5;B;008_5B;4_008_5B;5B;4;1;F6;A;fast;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
8;5;C;008_5C;4_008_5C;5C;4;1;F6;A;fast;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
8;5;D;008_5D;4_008_5D;5D;4;1;F6;A;fast;1;fast;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;3_fast
8;6;A;008_6A;4_008_6A;6A;4;1;F6;A;fast;1;fast;0;1;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
8;6;B;008_6B;4_008_6B;6B;4;1;F6;A;fast;1;uninf;0;0;3;C1;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
8;6;C;008_6C;4_008_6C;6C;4;1;F6;A;fast;1;fast;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;3_fast
8;6;D;008_6D;4_008_6D;6D;4;1;F6;A;fast;1;uninf;1;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
9;1;A;009_1A;4_009_1A;1A;4;1;C4;B;control;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
9;1;B;009_1B;4_009_1B;1B;4;1;C4;B;control;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
9;1;C;009_1C;4_009_1C;1C;4;1;C4;B;control;1;control;0;1;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
9;1;D;009_1D;4_009_1D;1D;4;1;C4;B;control;1;uninf;0;0;3;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
9;2;A;009_2A;4_009_2A;2A;4;1;C4;B;control;1;control;1;1;3;C3;20.11.2012;;20.12.2012;0;30;;4_control
9;2;B;009_2B;4_009_2B;2B;4;1;C4;B;control;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
9;2;C;009_2C;4_009_2C;2C;4;1;C4;B;control;1;uninf;0;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
9;2;D;009_2D;4_009_2D;2D;4;1;C4;B;control;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
9;3;A;009_3A;4_009_3A;3A;4;1;C4;B;control;1;control;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;4_control
9;3;B;009_3B;4_009_3B;3B;4;1;C4;B;control;1;control;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;4_control
9;3;C;009_3C;4_009_3C;3C;4;1;C4;B;control;1;control;0;1;3;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;4_control
9;3;D;009_3D;4_009_3D;3D;4;1;C4;B;control;1;control;0;1;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
9;4;A;009_4A;4_009_4A;4A;4;1;C4;A;control;1;uninf;1;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
9;4;B;009_4B;4_009_4B;4B;4;1;C4;A;control;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
9;4;C;009_4C;4_009_4C;4C;4;1;C4;A;control;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
9;4;D;009_4D;4_009_4D;4D;4;1;C4;A;control;1;control;0;1;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
9;5;A;009_5A;4_009_5A;5A;4;1;C4;A;control;1;control;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;4_control
9;5;B;009_5B;4_009_5B;5B;4;1;C4;A;control;1;control;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;4_control
9;5;C;009_5C;4_009_5C;5C;4;1;C4;A;control;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
9;5;D;009_5D;4_009_5D;5D;4;1;C4;A;control;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
9;6;A;009_6A;4_009_6A;6A;4;1;C4;A;control;1;control;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;4_control
9;6;B;009_6B;4_009_6B;6B;4;1;C4;A;control;1;uninf;1;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
9;6;C;009_6C;4_009_6C;6C;4;1;C4;A;control;1;control;0;1;3;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;4_control
9;6;D;009_6D;4_009_6D;6D;4;1;C4;A;control;1;control;0;1;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
10;1;A;010_1A;4_010_1A;1A;4;1;C7;A;control;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
10;1;B;010_1B;4_010_1B;1B;4;1;C7;A;control;1;control;0;1;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
10;1;C;010_1C;4_010_1C;1C;4;1;C7;A;control;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
10;1;D;010_1D;4_010_1D;1D;4;1;C7;A;control;1;control;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;4_control
10;2;A;010_2A;4_010_2A;2A;4;1;C7;A;control;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
10;2;B;010_2B;4_010_2B;2B;4;1;C7;A;control;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
10;2;C;010_2C;4_010_2C;2C;4;1;C7;A;control;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
10;2;D;010_2D;4_010_2D;2D;4;1;C7;A;control;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
10;3;A;010_3A;4_010_3A;3A;4;1;C7;A;control;1;uninf;0;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
10;3;B;010_3B;4_010_3B;3B;4;1;C7;A;control;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
10;3;C;010_3C;4_010_3C;3C;4;1;C7;A;control;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
10;3;D;010_3D;4_010_3D;3D;4;1;C7;A;control;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
10;4;A;010_4A;4_010_4A;4A;4;1;C7;B;control;1;uninf;0;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
10;4;B;010_4B;4_010_4B;4B;4;1;C7;B;control;1;control;0;1;3;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
10;4;C;010_4C;4_010_4C;4C;4;1;C7;B;control;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
10;4;D;010_4D;4_010_4D;4D;4;1;C7;B;control;1;uninf;1;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
10;5;A;010_5A;4_010_5A;5A;4;1;C7;B;control;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
10;5;B;010_5B;4_010_5B;5B;4;1;C7;B;control;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
10;5;C;010_5C;4_010_5C;5C;4;1;C7;B;control;1;uninf;1;0;3;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
10;5;D;010_5D;4_010_5D;5D;4;1;C7;B;control;1;control;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;4_control
10;6;A;010_6A;4_010_6A;6A;4;1;C7;B;control;1;uninf;0;0;3;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
10;6;B;010_6B;4_010_6B;6B;4;1;C7;B;control;1;uninf;0;;;;20.11.2012;26.11.2012;26.11.2012;1;6;not checked?;2_uninf
10;6;C;010_6C;4_010_6C;6C;4;1;C7;B;control;1;control;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;4_control
10;6;D;010_6D;4_010_6D;6D;4;1;C7;B;control;1;control;1;1;3;C2;20.11.2012;;20.12.2012;0;30;;4_control
11;1;A;011_1A;4_011_1A;1A;4;1;C6;B;control;1;uninf;1;0;2;C2;20.11.2012;19.12.2012;19.12.2012;1;29;;2_uninf
11;1;B;011_1B;4_011_1B;1B;4;1;C6;B;control;1;control;1;1;2;C1;20.11.2012;;20.12.2012;0;30;;4_control
11;1;C;011_1C;4_011_1C;1C;4;1;C6;B;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
11;1;D;011_1D;4_011_1D;1D;4;1;C6;B;control;1;uninf;0;0;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
11;2;A;011_2A;4_011_2A;2A;4;1;C6;B;control;1;uninf;1;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
11;2;B;011_2B;4_011_2B;2B;4;1;C6;B;control;1;control;1;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
11;2;C;011_2C;4_011_2C;2C;4;1;C6;B;control;1;uninf;0;0;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
11;2;D;011_2D;4_011_2D;2D;4;1;C6;B;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
11;3;A;011_3A;4_011_3A;3A;4;1;C6;B;control;1;uninf;1;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
11;3;B;011_3B;4_011_3B;3B;4;1;C6;B;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
11;3;C;011_3C;4_011_3C;3C;4;1;C6;B;control;1;uninf;0;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
11;3;D;011_3D;4_011_3D;3D;4;1;C6;B;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
11;4;A;011_4A;4_011_4A;4A;4;1;C6;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
11;4;B;011_4B;4_011_4B;4B;4;1;C6;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
11;4;C;011_4C;4_011_4C;4C;4;1;C6;A;control;1;uninf;0;0;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
11;4;D;011_4D;4_011_4D;4D;4;1;C6;A;control;1;uninf;0;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
11;5;A;011_5A;4_011_5A;5A;4;1;C6;A;control;1;control;1;1;2;C1;20.11.2012;;20.12.2012;0;30;;4_control
11;5;B;011_5B;4_011_5B;5B;4;1;C6;A;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
11;5;C;011_5C;4_011_5C;5C;4;1;C6;A;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
11;5;D;011_5D;4_011_5D;5D;4;1;C6;A;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
11;6;A;011_6A;4_011_6A;6A;4;1;C6;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
11;6;B;011_6B;4_011_6B;6B;4;1;C6;A;control;1;uninf;1;0;2;C1;20.11.2012;;20.12.2012;0;30;;2_uninf
11;6;C;011_6C;4_011_6C;6C;4;1;C6;A;control;1;control;0;1;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
11;6;D;011_6D;4_011_6D;6D;4;1;C6;A;control;1;uninf;0;0;2;C1;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
12;1;A;012_1A;4_012_1A;1A;4;1;F11;A;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
12;1;B;012_1B;4_012_1B;1B;4;1;F11;B;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
12;1;C;012_1C;4_012_1C;1C;4;1;F12;A;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
12;1;D;012_1D;4_012_1D;1D;4;1;F12;B;fast;1;uninf;1;0;2;C2;20.11.2012;30.11.2012;30.11.2012;1;10;;2_uninf
12;2;A;012_2A;4_012_2A;2A;4;1;F11;A;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
12;2;B;012_2B;4_012_2B;2B;4;1;F11;B;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
12;2;C;012_2C;4_012_2C;2C;4;1;F12;A;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
12;2;D;012_2D;4_012_2D;2D;4;1;F12;B;fast;1;fast;1;1;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
12;3;A;012_3A;4_012_3A;3A;4;1;F11;A;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
12;3;B;012_3B;4_012_3B;3B;4;1;;;;0;unexp;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;1_unexp
12;3;C;012_3C;4_012_3C;3C;4;1;F12;A;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
12;3;D;012_3D;4_012_3D;3D;4;1;F12;B;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
12;4;A;012_4A;4_012_4A;4A;4;1;F8;A;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
12;4;B;012_4B;4_012_4B;4B;4;1;F11;B;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
12;4;C;012_4C;4_012_4C;4C;4;1;;;;0;unexp;1;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;1_unexp
12;4;D;012_4D;4_012_4D;4D;4;1;F12;B;fast;1;fast;1;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
12;5;A;012_5A;4_012_5A;5A;4;1;F8;A;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
12;5;B;012_5B;4_012_5B;5B;4;1;F11;B;fast;1;fast;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;3_fast
12;5;C;012_5C;4_012_5C;5C;4;1;F12;A;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
12;5;D;012_5D;4_012_5D;5D;4;1;F12;B;fast;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
12;6;A;012_6A;4_012_6A;6A;4;1;F8;A;fast;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
12;6;B;012_6B;4_012_6B;6B;4;1;F11;B;fast;1;fast;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;3_fast
12;6;C;012_6C;4_012_6C;6C;4;1;F12;A;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
12;6;D;012_6D;4_012_6D;6D;4;1;F12;B;fast;1;fast;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;3_fast
13;1;A;013_1A;4_013_1A;1A;4;1;C11;A;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
13;1;B;013_1B;4_013_1B;1B;4;1;C11;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
13;1;C;013_1C;4_013_1C;1C;4;1;C11;A;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
13;1;D;013_1D;4_013_1D;1D;4;1;C11;A;control;1;control;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;4_control
13;2;A;013_2A;4_013_2A;2A;4;1;C11;A;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
13;2;B;013_2B;4_013_2B;2B;4;1;C11;A;control;1;uninf;1;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
13;2;C;013_2C;4_013_2C;2C;4;1;C11;A;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
13;2;D;013_2D;4_013_2D;2D;4;1;C11;A;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
13;3;A;013_3A;4_013_3A;3A;4;1;C11;A;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
13;3;B;013_3B;4_013_3B;3B;4;1;C11;A;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
13;3;C;013_3C;4_013_3C;3C;4;1;C11;A;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
13;3;D;013_3D;4_013_3D;3D;4;1;C11;A;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
13;4;A;013_4A;4_013_4A;4A;4;1;C11;B;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
13;4;B;013_4B;4_013_4B;4B;4;1;C11;B;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
13;4;C;013_4C;4_013_4C;4C;4;1;C11;B;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
13;4;D;013_4D;4_013_4D;4D;4;1;C11;B;control;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
13;5;A;013_5A;4_013_5A;5A;4;1;C11;B;control;1;control;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;4_control
13;5;B;013_5B;4_013_5B;5B;4;1;C11;B;control;1;control;1;1;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
13;5;C;013_5C;4_013_5C;5C;4;1;C11;B;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
13;5;D;013_5D;4_013_5D;5D;4;1;C11;B;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
13;6;A;013_6A;4_013_6A;6A;4;1;C11;B;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
13;6;B;013_6B;4_013_6B;6B;4;1;C11;B;control;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
13;6;C;013_6C;4_013_6C;6C;4;1;C11;B;control;1;control;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;4_control
13;6;D;013_6D;4_013_6D;6D;4;1;C11;B;control;1;control;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;4_control
14;1;A;014_1A;4_014_1A;1A;4;1;S2;B;slow;1;uninf;0;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
14;1;B;014_1B;4_014_1B;1B;4;1;S2;B;slow;1;slow;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;5_slow
14;1;C;014_1C;4_014_1C;1C;4;1;S2;B;slow;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
14;1;D;014_1D;4_014_1D;1D;4;1;S2;B;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
14;2;A;014_2A;4_014_2A;2A;4;1;S2;B;slow;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
14;2;B;014_2B;4_014_2B;2B;4;1;S2;B;slow;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
14;2;C;014_2C;4_014_2C;2C;4;1;S2;B;slow;1;slow;1;1;2;C2;20.11.2012;07.12.2012;07.12.2012;1;17;;5_slow
14;2;D;014_2D;4_014_2D;2D;4;1;S2;B;slow;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
14;3;A;014_3A;4_014_3A;3A;4;1;S2;B;slow;1;slow;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;5_slow
14;3;B;014_3B;4_014_3B;3B;4;1;S2;B;slow;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
14;3;C;014_3C;4_014_3C;3C;4;1;S2;B;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
14;3;D;014_3D;4_014_3D;3D;4;1;;;;0;unexp;1;0;2;C2;20.11.2012;19.12.2012;19.12.2012;1;29;;1_unexp
14;4;A;014_4A;4_014_4A;4A;4;1;;;;0;unexp;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;1_unexp
14;4;B;014_4B;4_014_4B;4B;4;1;S2;A;slow;1;slow;0;1;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;5_slow
14;4;C;014_4C;4_014_4C;4C;4;1;S2;A;slow;1;slow;1;1;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;5_slow
14;4;D;014_4D;4_014_4D;4D;4;1;S2;A;slow;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
14;5;A;014_5A;4_014_5A;5A;4;1;S2;A;slow;1;uninf;0;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
14;5;B;014_5B;4_014_5B;5B;4;1;S2;A;slow;1;slow;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;5_slow
14;5;C;014_5C;4_014_5C;5C;4;1;S2;A;slow;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
14;5;D;014_5D;4_014_5D;5D;4;1;S2;A;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
14;6;A;014_6A;4_014_6A;6A;4;1;S2;A;slow;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
14;6;B;014_6B;4_014_6B;6B;4;1;S2;A;slow;1;uninf;0;;;;20.11.2012;;20.12.2012;0;30;;2_uninf
14;6;C;014_6C;4_014_6C;6C;4;1;S2;A;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
14;6;D;014_6D;4_014_6D;6D;4;1;S2;A;slow;1;uninf;1;0;2;C1;20.11.2012;;20.12.2012;0;30;;2_uninf
15;1;A;015_1A;4_015_1A;1A;4;1;S8;B;slow;1;slow;1;1;2;C2;20.11.2012;05.12.2012;05.12.2012;1;15;;5_slow
15;1;B;015_1B;4_015_1B;1B;4;1;S8;B;slow;1;uninf;1;0;2;C2;20.11.2012;20.12.2012;20.12.2012;1;30;;2_uninf
15;1;C;015_1C;4_015_1C;1C;4;1;S8;B;slow;1;slow;0;1;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;5_slow
15;1;D;015_1D;4_015_1D;1D;4;1;S8;B;slow;1;uninf;0;0;2;C2;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
15;2;A;015_2A;4_015_2A;2A;4;1;S8;B;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
15;2;B;015_2B;4_015_2B;2B;4;1;S8;B;slow;1;uninf;1;0;2;C2;20.11.2012;;20.12.2012;0;30;;2_uninf
15;2;C;015_2C;4_015_2C;2C;4;1;S8;B;slow;1;slow;0;1;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;5_slow
15;2;D;015_2D;4_015_2D;2D;4;1;S8;B;slow;1;uninf;0;0;2;C2;20.11.2012;28.11.2012;28.11.2012;1;8;;2_uninf
15;3;A;015_3A;4_015_3A;3A;4;1;S8;B;slow;1;slow;1;1;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;5_slow
15;3;B;015_3B;4_015_3B;3B;4;1;S8;B;slow;1;slow;1;1;2;C2;20.11.2012;;20.12.2012;0;30;;5_slow
15;3;C;015_3C;4_015_3C;3C;4;1;S8;B;slow;1;uninf;0;0;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;2_uninf
15;3;D;015_3D;4_015_3D;3D;4;1;;;;0;unexp;0;0;2;C1;20.11.2012;26.11.2012;26.11.2012;1;6;;1_unexp
15;4;A;015_4A;4_015_4A;4A;4;1;S8;A;slow;1;slow;1;1;2;C2;20.11.2012;03.12.2012;03.12.2012;1;13;;5_slow
